,n_votes,who,unique_who,mean,std
sub-NDARFY612EMR_T1w__ax_81,4,"{'akeshavan', 'Dnkennedy', 'Kesh'}",3,1.0,0.0
sub-NDARFZ296UNG_T1w__ax_103,5,"{'Dylan', 'Kesh', 'binarybottle', 'satra', 'cjmarkie'}",5,1.0,0.0
sub-NDARFZ296UNG_T1w__ax_123,4,"{'Kesh', 'cjmarkie', 'pdonnelly', '62442katieb'}",4,0.75,0.5
sub-NDARFZ296UNG_T1w__ax_143,6,"{'akeshavan', 'cjmarkie', 'Danjonpeterson '}",3,0.8333333333333334,0.408248290463863
sub-NDARFZ296UNG_T1w__ax_63,6,"{'Dylan', 'Dnkennedy', 'satra', 'anisha'}",4,1.0,0.0
sub-NDARFZ296UNG_T1w__ax_83,6,"{'Dylan', 'Kesh', 'pdonnelly', 'ekubota', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARGA056TMW_T1w__ax_113,3,"{'akeshavan', 'cjmarkie', 'andronovhopf'}",3,1.0,0.0
sub-NDARGA056TMW_T1w__ax_133,6,"{'Dylan', 'Kesh', 'another_anisha'}",3,0.16666666666666666,0.408248290463863
sub-NDARGA056TMW_T1w__ax_153,5,"{'ekubota', 'gkiar', 'ehuber'}",3,0.2,0.447213595499958
sub-NDARGA056TMW_T1w__ax_73,5,"{'Dylan', 'Kesh', 'ekubota', 'cjmarkie', 'arokem'}",5,0.2,0.44721359549995804
sub-NDARGA056TMW_T1w__ax_93,5,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'fpereira'}",4,0.0,0.0
sub-NDARGA967MGC_T1w__ax_101,4,"{'Dnkennedy', 'gkiar', 'Kesh', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARGA967MGC_T1w__ax_121,4,"{'anisha', 'Dnkennedy', 'Kesh', 'pbellec'}",4,0.75,0.5
sub-NDARGA967MGC_T1w__ax_141,6,"{'Dylan', 'another_anisha', 'pdonnelly', 'bv42', 'andronovhopf'}",5,0.6666666666666666,0.5163977794943223
sub-NDARGA967MGC_T1w__ax_61,6,"{'Dylan', 'Dnkennedy', 'Kesh', 'gkiar', 'pdonnelly'}",5,1.0,0.0
sub-NDARGA967MGC_T1w__ax_81,4,"{'anisha', 'Dnkennedy', 'cjmarkie', 'Kesh'}",4,1.0,0.0
sub-NDARGB040MGR_T1w__ax_119,7,"{'Dnkennedy', 'jyeatman ', 'binarybottle', 'pdonnelly', 'ekubota', 'arokem'}",6,0.7142857142857143,0.48795003647426655
sub-NDARGB040MGR_T1w__ax_39,4,"{'ehuber', 'Kesh', 'ekubota', 'jyeatman '}",4,1.0,0.0
sub-NDARGB040MGR_T1w__ax_59,4,"{'cjmarkie', 'Kesh', 'andronovhopf'}",3,0.5,0.5773502691896257
sub-NDARGB040MGR_T1w__ax_79,5,"{'Dnkennedy', 'Dylan', 'Kesh', 'pdonnelly', 'anisha'}",5,1.0,0.0
sub-NDARGB040MGR_T1w__ax_99,4,"{'Dnkennedy', 'sliew', 'bv42', 'cjmarkie'}",4,1.0,0.0
sub-NDARGB441VVD_T1w__ax_106,4,"{'akeshavan', 'Dnkennedy', 'Dylan', 'pdonnelly'}",4,1.0,0.0
sub-NDARGB441VVD_T1w__ax_126,4,"{'Dnkennedy', 'Kesh', 'ekubota', 'pdonnelly'}",4,1.0,0.0
sub-NDARGB441VVD_T1w__ax_146,4,"{'Dylan', 'dnkennedy', 'Kesh'}",3,1.0,0.0
sub-NDARGB441VVD_T1w__ax_66,4,"{'ekubota', 'ehuber', 'Kesh', 'andronovhopf'}",4,1.0,0.0
sub-NDARGB441VVD_T1w__ax_86,5,"{'Dnkennedy', 'akeshavan', 'Kesh'}",3,1.0,0.0
sub-NDARGD507TDZ_T1w__ax_117,5,"{'Dylan', 'Dnkennedy', 'anisha', 'pbellec'}",4,0.2,0.44721359549995804
sub-NDARGD507TDZ_T1w__ax_137,5,"{'Dnkennedy', 'binarybottle', 'pdonnelly', 'ekubota', 'spa'}",5,0.4,0.5477225575051662
sub-NDARGD507TDZ_T1w__ax_157,4,"{'Dnkennedy', 'dnkennedy', 'Kesh'}",3,0.5,0.5773502691896257
sub-NDARGD507TDZ_T1w__ax_77,5,"{'Dnkennedy', 'Kesh', 'ehuber', 'pdonnelly'}",4,0.4,0.5477225575051662
sub-NDARGD507TDZ_T1w__ax_97,4,"{'Dnkennedy', 'arokem', 'ekubota'}",3,0.25,0.5
sub-NDARGE366WNC_T1w__ax_115,5,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'Dylan'}",4,1.0,0.0
sub-NDARGE366WNC_T1w__ax_135,4,"{'akeshavan', 'Kesh'}",2,0.5,0.5773502691896257
sub-NDARGE366WNC_T1w__ax_155,6,"{'akeshavan', 'Dnkennedy', 'Dylan'}",3,1.0,0.0
sub-NDARGE366WNC_T1w__ax_75,5,"{'Dnkennedy', 'binarybottle', 'gkiar', 'Kesh'}",4,1.0,0.0
sub-NDARGE366WNC_T1w__ax_95,4,"{'Dnkennedy', 'akeshavan', 'Kesh', 'andronovhopf'}",4,0.75,0.5
sub-NDARGE536BGD_T1w__ax_117,4,"{'Dylan', 'Kesh', 'andronovhopf'}",3,1.0,0.0
sub-NDARGE536BGD_T1w__ax_137,6,"{'Dnkennedy', 'Dylan', 'akeshavan', 'spa', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARGE536BGD_T1w__ax_57,5,"{'anisha', 'Dnkennedy', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARGE536BGD_T1w__ax_77,5,"{'Dylan', 'Dnkennedy', 'Kesh'}",3,1.0,0.0
sub-NDARGE536BGD_T1w__ax_97,4,"{'akeshavan', 'pdonnelly', 'arokem'}",3,0.75,0.5
sub-NDARGE946RCB_T1w__ax_102,4,"{'ekubota', 'cjmarkie', 'jyeatman ', 'pbellec'}",4,1.0,0.0
sub-NDARGE946RCB_T1w__ax_122,4,"{'Dylan', 'Kesh', 'cjmarkie', 'akeshavan'}",4,1.0,0.0
sub-NDARGE946RCB_T1w__ax_142,6,"{'ekubota', 'gkiar', 'dnkennedy', 'arokem'}",4,0.8333333333333334,0.408248290463863
sub-NDARGE946RCB_T1w__ax_162,4,"{'akeshavan', 'cjmarkie', 'Kesh'}",3,0.75,0.5
sub-NDARGE946RCB_T1w__ax_182,4,"{'Kesh', 'arokem', 'jyeatman '}",3,0.75,0.5
sub-NDARGG205WVN_T1w__ax_102,5,"{'Dnkennedy', 'Dylan', 'pdonnelly', 'ekubota', 'arokem'}",5,1.0,0.0
sub-NDARGG205WVN_T1w__ax_122,4,"{'Dnkennedy', 'cjmarkie', 'Kesh', 'ehuber'}",4,1.0,0.0
sub-NDARGG205WVN_T1w__ax_142,5,"{'Dylan', 'Dnkennedy', 'Kesh'}",3,1.0,0.0
sub-NDARGG205WVN_T1w__ax_62,6,"{'Dylan', 'dnkennedy', 'pdonnelly', 'ekubota'}",4,0.8333333333333334,0.408248290463863
sub-NDARGG205WVN_T1w__ax_82,5,"{'Dylan', 'Kesh', 'ekubota', 'pdonnelly'}",4,0.6,0.5477225575051662
sub-NDARGH407KVG_T1w__ax_108,4,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'Kesh'}",4,0.75,0.5
sub-NDARGH407KVG_T1w__ax_128,5,"{'Dylan', 'Kesh', 'akeshavan', 'gkiar', 'satra'}",5,0.0,0.0
sub-NDARGH407KVG_T1w__ax_148,5,"{'Dnkennedy', 'dnkennedy', 'satra', 'anisha', 'cjmarkie'}",5,0.2,0.44721359549995804
sub-NDARGH407KVG_T1w__ax_68,4,"{'Dnkennedy', 'Kesh', 'another_anisha', '62442katieb'}",4,0.0,0.0
sub-NDARGH407KVG_T1w__ax_88,5,"{'Dylan', 'binarybottle', 'Kesh', 'arokem'}",4,0.2,0.447213595499958
sub-NDARGJ395FKP_T1w__ax_103,6,"{'Dnkennedy', 'Dylan', 'Kesh', 'gkiar', 'pdonnelly'}",5,0.6666666666666666,0.5163977794943223
sub-NDARGJ395FKP_T1w__ax_123,4,"{'anisha', 'Dnkennedy', 'Kesh', '62442katieb'}",4,1.0,0.0
sub-NDARGJ395FKP_T1w__ax_143,5,"{'Dylan', 'binarybottle', 'Dnkennedy', 'Kesh'}",4,1.0,0.0
sub-NDARGJ395FKP_T1w__ax_63,4,"{'Dylan', 'gkiar', 'cjmarkie', 'Kesh'}",4,1.0,0.0
sub-NDARGJ395FKP_T1w__ax_83,4,"{'dnkennedy', 'pdonnelly', 'andronovhopf'}",3,0.75,0.5
sub-NDARGK736HF4_T1w__ax_101,5,"{'Dylan', 'Kesh', 'pdonnelly'}",3,1.0,0.0
sub-NDARGK736HF4_T1w__ax_121,4,"{'Dnkennedy', 'binarybottle', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARGK736HF4_T1w__ax_141,4,"{'Dylan', 'gkiar', 'Kesh', '62442katieb'}",4,1.0,0.0
sub-NDARGK736HF4_T1w__ax_61,4,"{'anisha', 'Kesh', 'ekubota'}",3,1.0,0.0
sub-NDARGK736HF4_T1w__ax_81,5,"{'anisha', 'Dylan', 'pdonnelly'}",3,1.0,0.0
sub-NDARGL800LDW_T1w__ax_107,4,"{'Dylan', 'Kesh', 'ekubota'}",3,1.0,0.0
sub-NDARGL800LDW_T1w__ax_127,5,"{'Dnkennedy', 'Kesh', 'arokem', 'pdonnelly'}",4,1.0,0.0
sub-NDARGL800LDW_T1w__ax_147,4,"{'Dnkennedy', 'satra', 'Kesh', 'Dylan'}",4,1.0,0.0
sub-NDARGL800LDW_T1w__ax_67,4,"{'Dylan', 'gkiar', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARGL800LDW_T1w__ax_87,8,"{'Dylan', 'pdonnelly', 'ekubota', 'spa', 'arokem'}",5,0.875,0.3535533905932738
sub-NDARGL834CMQ_T1w__ax_119,6,"{'Dylan', 'Dnkennedy', 'gkiar', 'cjmarkie'}",4,1.0,0.0
sub-NDARGL834CMQ_T1w__ax_139,7,"{'vkeshavan', 'akeshavan', 'gkiar', 'pdonnelly', 'cjmarkie'}",5,0.8571428571428571,0.37796447300922725
sub-NDARGL834CMQ_T1w__ax_59,5,"{'Dylan', 'Dnkennedy', 'pdonnelly', 'ekubota'}",4,1.0,0.0
sub-NDARGL834CMQ_T1w__ax_79,4,"{'Dnkennedy', 'satra', 'gkiar', 'Kesh'}",4,1.0,0.0
sub-NDARGL834CMQ_T1w__ax_99,4,"{'Dylan', 'Dnkennedy', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARGL963HU4_T1w__ax_107,5,"{'satra', 'Kesh', 'ekubota', 'pdonnelly'}",4,0.6,0.5477225575051662
sub-NDARGL963HU4_T1w__ax_127,4,"{'akeshavan', 'Dnkennedy', 'satra', 'pdonnelly'}",4,0.25,0.5
sub-NDARGL963HU4_T1w__ax_147,4,"{'Dnkennedy', 'cjmarkie', 'Kesh', 'ekubota'}",4,0.0,0.0
sub-NDARGL963HU4_T1w__ax_67,5,"{'Dylan', 'Kesh', 'gkiar', 'ekubota', 'cjmarkie'}",5,0.0,0.0
sub-NDARGL963HU4_T1w__ax_87,4,"{'Dnkennedy', 'ekubota', 'dnkennedy', 'arokem'}",4,0.0,0.0
sub-NDARGM498YFL_T1w__ax_103,5,"{'akeshavan', 'Kesh', 'pdonnelly', 'arokem'}",4,0.6,0.5477225575051662
sub-NDARGM498YFL_T1w__ax_123,5,"{'satra', 'ekubota'}",2,0.8,0.4472135954999579
sub-NDARGM498YFL_T1w__ax_143,4,"{'Dnkennedy', 'another_anisha', 'ekubota'}",3,1.0,0.0
sub-NDARGM498YFL_T1w__ax_163,6,"{'Dnkennedy', 'Kesh', 'akeshavan', 'ekubota', 'arokem'}",5,0.6666666666666666,0.5163977794943223
sub-NDARGM498YFL_T1w__ax_83,4,"{'Dylan', 'Kesh', 'akeshavan', 'another_anisha'}",4,1.0,0.0
sub-NDARGM540EV8_T1w__ax_118,4,"{'Dylan', 'spa', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARGM540EV8_T1w__ax_138,5,"{'Dnkennedy', 'Dylan', 'ekubota', 'spa', 'cjmarkie'}",5,0.4,0.5477225575051662
sub-NDARGM540EV8_T1w__ax_158,4,"{'Dnkennedy', 'Kesh', 'akeshavan', 'cjmarkie'}",4,0.5,0.5773502691896257
sub-NDARGM540EV8_T1w__ax_78,4,"{'Dnkennedy', 'cjmarkie', 'ekubota'}",3,0.0,0.0
sub-NDARGM540EV8_T1w__ax_98,4,"{'Dylan', 'gkiar', 'Kesh'}",3,0.25,0.5
sub-NDARGM610LF0_T1w__ax_106,4,"{'ekubota', 'pdonnelly', 'arokem', 'jyeatman '}",4,0.0,0.0
sub-NDARGM610LF0_T1w__ax_126,8,"{'Dylan', 'dnkennedy', 'ekubota', 'anisha', 'andronovhopf'}",5,0.5,0.5345224838248488
sub-NDARGM610LF0_T1w__ax_146,4,"{'Dylan', 'Dnkennedy', 'ekubota', 'anisha'}",4,0.25,0.5
sub-NDARGM610LF0_T1w__ax_66,4,"{'akeshavan', 'ekubota', '62442katieb'}",3,0.25,0.5
sub-NDARGM610LF0_T1w__ax_86,4,"{'anisha', 'gkiar', 'dnkennedy', 'Kesh'}",4,0.5,0.5773502691896257
sub-NDARGR661YZG_T1w__ax_119,6,"{'Dnkennedy', 'Kesh', 'pdonnelly', 'ekubota', 'andronovhopf'}",5,0.3333333333333333,0.5163977794943223
sub-NDARGR661YZG_T1w__ax_139,5,"{'Dnkennedy', 'Kesh', 'ekubota'}",3,0.0,0.0
sub-NDARGR661YZG_T1w__ax_159,4,"{'Dnkennedy', 'Dylan', 'cjmarkie', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARGR661YZG_T1w__ax_79,5,"{'Dnkennedy', 'Kesh', 'pdonnelly', 'ekubota', 'cjmarkie'}",5,0.0,0.0
sub-NDARGR661YZG_T1w__ax_99,4,"{'Dylan', 'another_anisha', 'ekubota', 'pdonnelly'}",4,0.25,0.5
sub-NDARGT022BEW_T1w__ax_104,5,"{'Kesh', 'pdonnelly', 'pbellec'}",3,0.6,0.5477225575051662
sub-NDARGT022BEW_T1w__ax_124,5,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'another_anisha'}",4,1.0,0.0
sub-NDARGT022BEW_T1w__ax_144,4,"{'Kesh', 'pdonnelly', 'andronovhopf'}",3,0.75,0.5
sub-NDARGT022BEW_T1w__ax_64,5,"{'Dnkennedy', 'dnkennedy', 'akeshavan', 'cjmarkie', 'andronovhopf'}",5,0.4,0.5477225575051662
sub-NDARGT022BEW_T1w__ax_84,8,"{'Kesh', 'akeshavan', 'pdonnelly', 'ekubota', 'bv42', 'arokem'}",6,0.375,0.5175491695067657
sub-NDARGT267UZR_T1w__ax_107,2,"{'Dnkennedy', 'fpereira'}",2,0.5,0.7071067811865476
sub-NDARGT267UZR_T1w__ax_127,5,"{'Dnkennedy', 'Kesh', 'andronovhopf', 'ekubota', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARGT267UZR_T1w__ax_147,6,"{'Dylan', 'binarybottle', 'Dnkennedy', 'jyeatman '}",4,0.0,0.0
sub-NDARGT267UZR_T1w__ax_67,9,"{'Kesh', 'akeshavan', 'pdonnelly', 'ekubota', 'cjmarkie'}",5,0.5555555555555556,0.5270462766947299
sub-NDARGT267UZR_T1w__ax_87,6,"{'Dnkennedy', 'cjmarkie', '62442katieb'}",3,0.0,0.0
sub-NDARGT551AFK_T1w__ax_101,6,"{'Dylan', 'ekubota', 'andronovhopf'}",3,0.5,0.5477225575051661
sub-NDARGT551AFK_T1w__ax_121,4,"{'Dnkennedy', 'ekubota'}",2,0.75,0.5
sub-NDARGT551AFK_T1w__ax_141,5,"{'Dnkennedy', 'Kesh', 'ekubota'}",3,0.4,0.5477225575051662
sub-NDARGT551AFK_T1w__ax_61,4,"{'gkiar', 'Kesh'}",2,0.75,0.5
sub-NDARGT551AFK_T1w__ax_81,5,"{'Dylan', 'satra', 'gkiar', 'another_anisha'}",4,1.0,0.0
sub-NDARGT682ZWN_T1w__ax_118,4,"{'Dylan', 'Kesh', 'pdonnelly', 'andronovhopf'}",4,1.0,0.0
sub-NDARGT682ZWN_T1w__ax_138,5,"{'Dnkennedy', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARGT682ZWN_T1w__ax_58,4,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'ekubota'}",4,1.0,0.0
sub-NDARGT682ZWN_T1w__ax_78,5,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'Kesh', 'binarybottle'}",5,1.0,0.0
sub-NDARGT682ZWN_T1w__ax_98,5,"{'Dnkennedy', 'pdonnelly', 'ekubota'}",3,0.4,0.5477225575051662
sub-NDARGU100JH4_T1w__ax_103,7,"{'anisha', 'Dnkennedy', 'satra', 'binarybottle'}",4,0.0,0.0
sub-NDARGU100JH4_T1w__ax_123,5,"{'anisha', 'Dnkennedy', 'satra', 'cjmarkie'}",4,0.0,0.0
sub-NDARGU100JH4_T1w__ax_143,6,"{'akeshavan', 'Dnkennedy', 'ekubota'}",3,0.8333333333333334,0.408248290463863
sub-NDARGU100JH4_T1w__ax_63,5,"{'Dylan', 'cjmarkie', 'Kesh', 'ekubota'}",4,0.2,0.447213595499958
sub-NDARGU100JH4_T1w__ax_83,4,"{'akeshavan', 'dnkennedy', 'Kesh', 'anisha'}",4,0.25,0.5
sub-NDARGU485JJA_T1w__ax_117,4,"{'Dnkennedy', 'pdonnelly', 'arokem'}",3,0.75,0.5
sub-NDARGU485JJA_T1w__ax_137,5,"{'Dylan', 'dnkennedy', 'Kesh', 'ekubota'}",4,0.8,0.4472135954999579
sub-NDARGU485JJA_T1w__ax_157,4,"{'akeshavan', 'gkiar', 'Kesh'}",3,0.5,0.5773502691896257
sub-NDARGU485JJA_T1w__ax_77,4,"{'Dnkennedy', 'satra', 'Kesh'}",3,0.25,0.5
sub-NDARGU485JJA_T1w__ax_97,6,"{'Dnkennedy', 'Dylan', 'ekubota'}",3,0.16666666666666666,0.408248290463863
sub-NDARGU667MCK_T1w__ax_118,4,"{'Dnkennedy', 'satra', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARGU667MCK_T1w__ax_138,4,"{'Dnkennedy', 'binarybottle', 'Kesh', 'pbellec'}",4,0.75,0.5
sub-NDARGU667MCK_T1w__ax_58,5,"{'Dylan', 'sliew', 'Dnkennedy', 'ekubota'}",4,1.0,0.0
sub-NDARGU667MCK_T1w__ax_78,7,"{'Dylan', 'Dnkennedy', 'akeshavan', 'pdonnelly'}",4,0.42857142857142855,0.5345224838248487
sub-NDARGU667MCK_T1w__ax_98,4,"{'akeshavan', 'gkiar', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARGU729WUR_T1w__ax_154,5,"{'ekubota', 'andronovhopf', 'arokem'}",3,0.2,0.447213595499958
sub-NDARGU729WUR_T1w__ax_174,5,"{'Dylan', 'dnkennedy'}",2,0.0,0.0
sub-NDARGU729WUR_T1w__ax_194,5,"{'Dnkennedy', 'Kesh', 'akeshavan', 'pdonnelly', 'ekubota'}",5,0.0,0.0
sub-NDARGU729WUR_T1w__ax_214,6,"{'ekubota', 'another_anisha', 'arokem', 'pdonnelly'}",4,0.5,0.5477225575051661
sub-NDARGU729WUR_T1w__ax_234,5,"{'Dnkennedy', 'Dylan', 'Kesh', 'binarybottle', 'anisha'}",5,0.0,0.0
sub-NDARGV781AMW_T1w__ax_112,4,"{'Dnkennedy', 'arokem', 'ekubota', 'anisha'}",4,0.75,0.5
sub-NDARGV781AMW_T1w__ax_132,4,"{'dnkennedy', 'Kesh', 'ekubota', 'jyeatman '}",4,0.75,0.5
sub-NDARGV781AMW_T1w__ax_152,6,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'gkiar', 'ekubota'}",5,0.8333333333333334,0.408248290463863
sub-NDARGV781AMW_T1w__ax_72,5,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'ehuber', 'cjmarkie'}",5,1.0,0.0
sub-NDARGV781AMW_T1w__ax_92,4,"{'Dnkennedy', 'gkiar', 'ekubota'}",3,1.0,0.0
sub-NDARGW404GJL_T1w__ax_103,4,"{'akeshavan', 'Kesh'}",2,0.5,0.5773502691896257
sub-NDARGW404GJL_T1w__ax_123,5,"{'Dylan', 'dnkennedy', 'Kesh', 'satra', 'ekubota'}",5,0.4,0.5477225575051662
sub-NDARGW404GJL_T1w__ax_143,5,"{'Dnkennedy', 'pbellec', 'binarybottle', 'pdonnelly', 'ekubota'}",5,0.4,0.5477225575051662
sub-NDARGW404GJL_T1w__ax_63,4,"{'Dylan', 'dnkennedy', 'Kesh'}",3,0.0,0.0
sub-NDARGW404GJL_T1w__ax_83,5,"{'akeshavan', 'gkiar', 'Kesh', 'ekubota'}",4,0.0,0.0
sub-NDARGY054ENV_T1w__ax_104,6,"{'Dylan', 'another_anisha', 'a_fake_user', '62442katieb'}",4,1.0,0.0
sub-NDARGY054ENV_T1w__ax_124,5,"{'Dnkennedy', 'Dylan', 'akeshavan', 'anisha', 'cjmarkie'}",5,1.0,0.0
sub-NDARGY054ENV_T1w__ax_144,8,"{'anisha', 'satra', 'pdonnelly', 'arokem'}",4,0.5,0.5345224838248488
sub-NDARGY054ENV_T1w__ax_64,3,"{'Dnkennedy', 'dnkennedy'}",2,1.0,0.0
sub-NDARGY054ENV_T1w__ax_84,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'binarybottle'}",4,1.0,0.0
sub-NDARGY148EVU_T1w__ax_111,7,"{'Dylan', 'Dnkennedy', 'Kesh', 'arokem'}",4,0.7142857142857143,0.48795003647426655
sub-NDARGY148EVU_T1w__ax_131,6,"{'Dnkennedy', 'Kesh', 'another_anisha', 'satra', 'ekubota'}",5,0.8333333333333334,0.408248290463863
sub-NDARGY148EVU_T1w__ax_151,4,"{'anisha', 'binarybottle', 'Dnkennedy', 'ekubota'}",4,0.75,0.5
sub-NDARGY148EVU_T1w__ax_71,8,"{'Dnkennedy', 'Dylan', 'pbellec', 'satra', 'binarybottle', 'cjmarkie'}",6,1.0,0.0
sub-NDARGY148EVU_T1w__ax_91,4,"{'Dylan', 'Dnkennedy', 'Kesh', 'ekubota'}",4,1.0,0.0
sub-NDARGY622NG6_T1w__ax_101,9,"{'Dylan', 'dnkennedy', 'binarybottle', 'satra', 'anisha'}",5,1.0,0.0
sub-NDARGY622NG6_T1w__ax_121,6,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'sliew', 'arokem'}",5,0.8333333333333334,0.408248290463863
sub-NDARGY622NG6_T1w__ax_41,4,"{'anisha', 'Dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARGY622NG6_T1w__ax_61,5,"{'cjmarkie', 'gkiar', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARGY622NG6_T1w__ax_81,7,"{'akeshavan', 'cjmarkie', 'pdonnelly', 'ekubota'}",4,0.7142857142857143,0.48795003647426666
sub-NDARGZ038DRL_T1w__ax_141,4,"{'satra', 'gkiar', 'ekubota'}",3,0.0,0.0
sub-NDARGZ038DRL_T1w__ax_161,5,"{'Dnkennedy', 'cjmarkie'}",2,0.4,0.5477225575051662
sub-NDARGZ038DRL_T1w__ax_181,4,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'Kesh'}",4,0.25,0.5
sub-NDARGZ038DRL_T1w__ax_201,5,"{'Dnkennedy', 'ekubota', '62442katieb'}",3,0.0,0.0
sub-NDARGZ038DRL_T1w__ax_221,4,"{'binarybottle', 'satra', 'Kesh', 'ekubota'}",4,0.0,0.0
sub-NDARHA387FPM_T1w__ax_104,7,"{'Kesh', 'andronovhopf', 'pdonnelly', 'ekubota', 'arokem'}",5,0.7142857142857143,0.48795003647426666
sub-NDARHA387FPM_T1w__ax_124,5,"{'cjmarkie', 'ekubota', 'jyeatman '}",3,1.0,0.0
sub-NDARHA387FPM_T1w__ax_144,4,"{'Dylan', 'Dnkennedy', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARHA387FPM_T1w__ax_64,4,"{'Dylan', 'Dnkennedy', 'arokem'}",3,0.5,0.5773502691896257
sub-NDARHA387FPM_T1w__ax_84,5,"{'Dylan', 'binarybottle', 'cjmarkie', 'Kesh'}",4,0.8,0.4472135954999579
sub-NDARHB764VZ2_T1w__ax_118,6,"{'Dylan', 'dnkennedy', 'akeshavan', 'binarybottle', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARHB764VZ2_T1w__ax_138,6,"{'Dylan', 'Kesh', 'pdonnelly', 'ekubota', 'arokem'}",5,1.0,0.0
sub-NDARHB764VZ2_T1w__ax_58,4,"{'Dylan', 'dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARHB764VZ2_T1w__ax_78,5,"{'Dylan', 'gkiar', 'satra', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARHB764VZ2_T1w__ax_98,5,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARHB781DD8_T1w__ax_102,5,"{'Dnkennedy', '62442katieb', 'satra', 'cjmarkie', 'arokem'}",5,1.0,0.0
sub-NDARHB781DD8_T1w__ax_122,6,"{'Dylan', 'gkiar', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARHB781DD8_T1w__ax_142,6,"{'Dnkennedy', 'dnkennedy', 'gkiar', 'pdonnelly', 'ekubota'}",5,0.6666666666666666,0.5163977794943223
sub-NDARHB781DD8_T1w__ax_62,4,"{'ekubota', 'dnkennedy', 'arokem'}",3,1.0,0.0
sub-NDARHB781DD8_T1w__ax_82,5,"{'Dnkennedy', 'dnkennedy', 'ekubota', 'anisha', 'cjmarkie'}",5,1.0,0.0
sub-NDARHB993EV0_T1w__ax_103,5,"{'Dylan', 'dnkennedy', 'gkiar', 'satra', 'spa'}",5,1.0,0.0
sub-NDARHB993EV0_T1w__ax_123,6,{'cjmarkie'},1,0.8333333333333334,0.408248290463863
sub-NDARHB993EV0_T1w__ax_143,5,"{'Dnkennedy', 'pdonnelly', 'ekubota'}",3,0.6,0.5477225575051662
sub-NDARHB993EV0_T1w__ax_63,4,"{'satra', 'Kesh', 'another_anisha', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARHB993EV0_T1w__ax_83,4,"{'Dylan', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARHC737MHK_T1w__ax_105,4,"{'Dylan', 'spa', 'arokem'}",3,0.5,0.5773502691896257
sub-NDARHC737MHK_T1w__ax_125,4,"{'Dylan', 'ekubota', 'gkiar', 'arokem'}",4,0.5,0.5773502691896257
sub-NDARHC737MHK_T1w__ax_145,4,"{'Dnkennedy', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARHC737MHK_T1w__ax_165,6,"{'Dylan', 'satra', 'ekubota', 'fpereira', 'arokem'}",5,0.8333333333333334,0.408248290463863
sub-NDARHC737MHK_T1w__ax_85,5,"{'akeshavan', 'cjmarkie', 'pdonnelly', 'ekubota'}",4,0.4,0.5477225575051662
sub-NDARHD059PEQ_T1w__ax_112,4,"{'ekubota', 'pbellec'}",2,0.5,0.5773502691896257
sub-NDARHD059PEQ_T1w__ax_132,6,"{'Dnkennedy', 'another_anisha', 'pdonnelly', 'ekubota', 'cjmarkie'}",5,0.16666666666666666,0.408248290463863
sub-NDARHD059PEQ_T1w__ax_52,7,"{'Dylan', 'Dnkennedy', 'akeshavan', 'satra', 'fpereira', 'cjmarkie'}",6,0.5714285714285714,0.5345224838248488
sub-NDARHD059PEQ_T1w__ax_72,4,"{'Dnkennedy', 'gkiar', 'ekubota', 'Dylan'}",4,0.5,0.5773502691896257
